group_num	term	label
497	26346-7	LT MG Breast - bilateral Diagnostic
497	26347-5	LT MG Breast - left Diagnostic
497	26348-3	LT MG Breast - right Diagnostic
497	46350-5	LT MG Breast - unilateral Diagnostic
498	26349-1	LT MG Breast - bilateral Diagnostic Limited Views
498	26350-9	LT MG Breast - left Diagnostic Limited Views
498	26351-7	LT MG Breast - right Diagnostic Limited Views
499	26397-0	LT XR Patella - bilateral 2 Views
499	48433-7	LT XR Calcaneus - bilateral 2 Views
500	26398-8	LT XR Patella - left 2 Views
500	36662-5	LT XR Calcaneus - left 2 Views
500	37064-3	LT XR Acetabulum - left 2 Views
501	26399-6	LT XR Patella - right 2 Views
501	37664-0	LT XR Acetabulum - right 2 Views
501	37718-4	LT XR Calcaneus - right 2 Views
501	69257-4	LT XR Lower extremity - right 2 Views
502	28565-0	LT XR Knee Views
502	36635-1	LT XR Knee - bilateral Views
502	36636-9	LT XR Knee - left Views
502	37758-0	LT XR Knee - right Views
503	28568-4	LT Physician Emergency department Note
503	75476-2	LT Physician Note
503	83794-8	LT Physician Urgent care center Note
503	83795-5	LT Physician Telephone encounter Note
503	83798-9	LT Physician Outpatient Note
503	83800-3	LT Physician Hospital Note
504	28576-7	LT MR Joint
504	36871-2	LT MR Joint WO contrast
504	37293-8	LT MR Soft tissue WO contrast
504	39141-7	LT MR Bone marrow
504	80512-7	LT MR Bone marrow WO contrast
505	28578-3	LT Occupational therapy Note
505	84397-9	LT Occupational therapy Hospital Note
505	84400-1	LT Occupational therapy Outpatient Note
505	84402-7	LT Occupational therapy Telephone encounter Note
505	94791-1	LT Occupational therapy Telehealth Note
506	28579-1	LT Physical therapy Note
506	84315-1	LT Physical therapy Telephone encounter Note
506	84318-5	LT Physical therapy Outpatient Note
506	84326-8	LT Physical therapy Hospital Note
506	99479-8	LT Physical therapy Telehealth Note
507	28582-5	LT XR Hand Views
507	36629-4	LT XR Hand - bilateral Views
507	36630-2	LT XR Hand - left Views
507	37716-8	LT XR Hand - right Views
508	28618-7	LT Dentistry Note
508	83831-8	LT Dentistry Hospital Note
508	83834-2	LT Dentistry Emergency department Note
508	83838-3	LT Dentistry Telephone encounter Note
508	94776-2	LT Dentistry Telehealth Note
509	28628-6	LT Psychiatry Note
509	68601-4	LT Psychiatry Outpatient Note
509	83884-7	LT Psychiatry Emergency department Note
509	83887-0	LT Psychiatry Hospital Note
509	83894-6	LT Psychiatry Telephone encounter Note
509	90716-2	LT Psychiatry Telehealth Note
510	28636-9	LT Initial evaluation note
510	34120-6	LT Outpatient Initial evaluation note
510	47044-3	LT Hospital Initial evaluation note
510	78290-4	LT Telephone encounter Initial evaluation note
510	78337-3	LT Emergency department Initial evaluation note
510	85206-1	LT Telehealth Initial evaluation note
511	28651-8	LT Nurse Transfer note
511	68482-9	LT Nurse Hospital Transfer summary note
512	28653-4	LT Social worker Note
512	34844-1	LT Social worker Telephone encounter Note
512	83957-1	LT Social worker Custodial care facility Note
512	83958-9	LT Social worker Emergency department Note
512	83963-9	LT Social worker Patient's home Note
512	83965-4	LT Social worker Hospital Note
512	83970-4	LT Social worker Long term care facility Note
512	83976-1	LT Social worker Outpatient Note
512	90751-9	LT Social worker Adult day care center Note
512	91531-4	LT Social worker Telehealth Note
513	29252-4	LT CT Chest WO contrast
513	30799-1	LT CT Head WO contrast
513	36514-8	LT CT Neck WO contrast
513	42278-2	LT CT Extremity WO contrast
513	43525-5	LT CT Unspecified body region WO contrast
514	29753-1	LT Nurse Initial evaluation note
514	84266-6	LT Nurse Outpatient Initial evaluation note
515	30578-9	LT CT Guidance for drainage of abscess and placement of drainage catheter of Unspecified body region
515	42281-6	LT CT Guidance for drainage of abscess and placement of drainage catheter of Chest
516	30582-1	LT CT Guidance for radiation treatment of Unspecified body region-- WO contrast
516	79072-5	LT CT Guidance for radiation treatment of Unspecified body region
517	30593-8	LT CTA Head vessels WO and W contrast IV
517	30594-6	LT CTA Neck vessels WO and W contrast IV
517	30623-3	LT CTA Pelvis vessels WO and W contrast IV
517	30804-9	LT CTA Chest vessels WO and W contrast IV
517	30805-6	LT CTA Abdominal vessels WO and W contrast IV
517	30807-2	LT CTA Lower extremity vessels WO and W contrast IV
517	36421-6	LT CTA Upper extremity vessels WO and W contrast IV
517	46307-5	LT CTA Lower extremity vessels - right WO and W contrast IV
517	46308-3	LT CTA Lower extremity vessels - left WO and W contrast IV
517	46309-1	LT CTA Upper extremity vessels - right WO and W contrast IV
517	46312-5	LT CTA Upper extremity vessels - left WO and W contrast IV
517	75671-8	LT CTA Circle of Willis WO and W contrast IV
517	78031-2	LT CTA Abdominal Aorta and Bilateral Runoff Vessels WO and W contrast IV
517	78032-0	LT CTA Thoracic and Abdominal Aorta and Bilateral Runoff Vessels WO and W contrast IV
517	82678-4	LT CTA Abdominal Aorta WO and W contrast IV
517	82679-2	LT CTA Abdominal vessels and Pelvis vessels WO and W contrast IV
517	82680-0	LT CTA Head vessels and Neck vessels WO and W contrast IV
517	82708-9	LT CTA Lower extremity vessels - bilateral WO and W contrast IV
517	83298-0	LT CTA Chest vessels and Abdominal vessels and Pelvis vessels WO and W contrast IV
517	86971-9	LT CTA Chest and abdominal vessels WO and W contrast IV
517	86980-0	LT CTA Heart and Coronary arteries WO and W contrast IV
517	87836-3	LT CTA Hepatic vessels WO and W contrast IV
517	87846-2	LT CTA Renal vessels WO and W contrast IV
517	87850-4	LT CTA Deep inferior epigastric artery WO and W contrast IV
517	87852-0	LT CTA Mesenteric vessels WO and W contrast IV
517	87855-3	LT CTA Circle of Willis and Carotid arteries WO and W contrast IV
517	87857-9	LT CTA Thoracic and abdominal aorta WO and W contrast IV
517	89841-1	LT CTA Upper extremity vessels - bilateral WO and W contrast IV
517	94688-9	LT CTA Neck vessels and Chest vessels WO and W contrast IV
518	30601-9	LT CT Guidance for biopsy of Abdomen
518	69083-4	LT CT Guidance for biopsy of Abdomen-- WO contrast
519	30604-3	LT CT Guidance for biopsy of Pancreas
519	30609-2	LT CT Guidance for biopsy of Spleen
519	36767-2	LT CT Guidance for biopsy of Adrenal gland
519	44117-0	LT CT Guidance for biopsy of Retroperitoneum
520	30605-0	LT CT Guidance for fine needle aspiration of Pancreas
520	30610-0	LT CT Guidance for fine needle aspiration of Spleen
520	44107-1	LT CT Guidance for fine needle aspiration of Retroperitoneum
520	44108-9	LT CT Guidance for fine needle aspiration of Adrenal gland
521	30607-6	LT CT Guidance for biopsy of Kidney - bilateral
521	42279-0	LT CT Guidance for biopsy of Kidney
521	88323-1	LT CT Guidance for biopsy of Kidney - right
521	88325-6	LT CT Guidance for biopsy of Kidney - left
521	89614-2	LT CT Guidance for biopsy of Kidney-- WO contrast
522	30608-4	LT CT Guidance for fine needle aspiration of Kidney - bilateral
522	43757-4	LT CT Guidance for fine needle aspiration of Kidney
523	30619-1	LT CT Sacroiliac Joint
523	35952-1	LT CT Appendix
523	36058-6	LT CT Sacrum
523	36434-9	LT CT Appendix WO contrast
523	36501-5	LT CT Sacroiliac Joint WO contrast
523	36520-5	LT CT Sacrum WO contrast
523	36952-0	LT CT Abdomen and Pelvis WO contrast
523	44115-4	LT CT Abdomen and Pelvis
523	69116-2	LT CT Sacrum and Coccyx
523	72253-8	LT CT Chest and Abdomen and Pelvis WO contrast
523	86970-1	LT CT Sacrum and Coccyx WO contrast
523	86979-2	LT CT Pelvis and Hip - bilateral WO contrast
523	87869-4	LT CT Chest and Abdomen and Pelvis
523	87917-1	LT CT Pelvis bones WO contrast
523	87919-7	LT CT Pelvis bones
523	89840-3	LT CT Lumbosacral plexus WO contrast
523	99628-0	LT CT Neck+Chest+Abdomen+Pelvis
523	99629-8	LT CT Neck+Chest+Abdomen+Pelvis WO contrast
524	30631-6	LT RF Chest Views
524	37565-9	LT RF Unspecified body region Views W barium contrast via fistula
524	37576-6	LT RF Unspecified body region Views W gastrografin via fistula
524	49512-7	LT RF Unspecified body region Views
525	30641-5	LT RFA Guidance for Additional angioplasty of Vein-- W contrast IV
525	30649-8	LT RFA Guidance for Additional angioplasty of Peripheral artery-- W contrast IA
526	30655-5	LT MR Cerebral cisterns
526	30860-1	LT MR Nasopharynx
526	36045-3	LT MR Larynx
526	36053-7	LT MR Parathyroid gland
526	36513-0	LT MR Nasopharynx WO contrast
526	37224-3	LT MR Parotid gland
526	37279-7	LT MR Brain and Larynx WO contrast
526	37281-3	LT MR Parotid gland WO contrast
526	43455-5	LT MR Oropharynx
526	43530-5	LT MR Orbit and Face and Neck
526	46332-3	LT MR Orbit and Face and Neck WO contrast
526	48445-1	LT MR Larynx WO contrast
526	82130-6	LT MR Face and Neck WO contrast
527	30660-5	LT MR Neck WO contrast
527	36436-4	LT MR Breast WO contrast
527	36442-2	LT MR Chest WO contrast
527	69223-6	LT MR Unspecified body region WO contrast
528	30665-4	LT MR Guidance for radiation treatment of Unspecified body region-- WO contrast
528	82123-1	LT MR Guidance for radiation treatment of Unspecified body region
529	30675-3	LT MR Prostate
529	36519-7	LT MR Prostate WO contrast
530	30687-8	LT MR Hip WO contrast
530	36013-1	LT MR Hip
530	36017-2	LT MR Hip - bilateral
530	36020-6	LT MR Hip - left
530	36022-2	LT MR Hip - right
530	36486-9	LT MR Hip - bilateral WO contrast
530	36488-5	LT MR Hip - left WO contrast
530	36490-1	LT MR Hip - right WO contrast
531	30689-4	LT MR Upper arm WO contrast
531	36025-5	LT MR Upper arm
531	36028-9	LT MR Upper arm - left
531	36030-5	LT MR Upper arm - right
531	36493-5	LT MR Upper arm - left WO contrast
531	36495-0	LT MR Upper arm - right WO contrast
531	69180-8	LT MR Upper arm - bilateral
531	69183-2	LT MR Upper arm - bilateral WO contrast
532	30697-7	LT NM Pulmonary system Ventilation and Perfusion
532	39942-8	LT NM Lung Ventilation and Perfusion
533	30705-8	LT US Uterus and Fallopian tubes
533	42143-8	LT US Uterus and Fallopian tubes W saline IU
534	30720-7	LT XR Orbit - bilateral Views for foreign body
534	42311-1	LT XR Orbit - left Views for foreign body
534	42312-9	LT XR Orbit - right Views for foreign body
534	44208-7	LT XR Orbit Views for foreign body
535	30721-5	LT XR Sinuses PA and Lateral
535	36754-0	LT XR Mandible PA and Lateral
536	30727-2	LT Portable XR Cervical spine AP
536	30729-8	LT Portable XR Spine Cervical Odontoid and Cervical axis AP
536	30755-3	LT Portable XR Thoracic spine AP
536	36588-2	LT Portable XR Abdomen AP
536	36589-0	LT Portable XR Chest AP single view
537	30739-7	LT Portable XR Chest Oblique
537	30759-5	LT Portable XR Thoracic spine Oblique
538	30745-4	LT XR Chest Views
538	37637-6	LT XR Extremity Views
538	37639-2	LT XR Neck Views
538	38093-1	LT XR Chest Views W nipple markers
538	43468-8	LT XR Unspecified body region Views
539	30748-8	LT XR Shoulder Single view
539	36568-4	LT XR Shoulder - bilateral Single view
539	36569-2	LT XR Shoulder - left Single view
539	37792-9	LT XR Shoulder - right Single view
540	30751-2	LT XR Shoulder West Point
540	37050-2	LT XR Shoulder - bilateral West Point
540	37051-0	LT XR Shoulder - left West Point
540	37809-1	LT XR Shoulder - right West Point
541	30752-0	LT XR Thoracic spine AP
541	39049-2	LT XR Thoracic and lumbar spine AP
541	39410-6	LT XR Thoracic spine AP W left bending
541	39411-4	LT XR Thoracic spine AP W right bending
542	30753-8	LT XR Thoracic spine AP and Lateral
542	37361-3	LT XR Cervical and thoracic spine AP and Lateral
542	38123-6	LT XR Thoracic and lumbar spine AP and Lateral
542	39067-4	LT XR Cervical and thoracic and lumbar spine AP and Lateral
543	30756-1	LT XR Thoracic spine Lateral
543	37909-9	LT XR Thoracic spine Lateral W hyperextension
544	30757-9	LT Portable XR Thoracic spine Lateral
544	41774-1	LT Portable XR Neck Lateral
545	30763-7	LT Portable XR Abdomen AP and Lateral crosstable
545	37077-5	LT Portable XR Hip AP and Lateral crosstable
546	30770-2	LT XR Pelvis and Hip AP and Lateral frog
546	37094-0	LT XR Pelvis and Hip - left AP and Lateral frog
546	38785-2	LT XR Pelvis and Hip - right AP and Lateral frog
546	42167-7	LT XR Pelvis and Hip - bilateral AP and Lateral frog
547	30779-3	LT XR Ankle AP and Lateral
547	36684-9	LT XR Ankle - bilateral AP and Lateral
547	36685-6	LT XR Ankle - left AP and Lateral
547	37667-3	LT XR Ankle - right AP and Lateral
548	30786-8	LT XR Hip Lateral frog
548	36993-4	LT XR Hip - bilateral Lateral frog
548	36994-2	LT XR Hip - left Lateral frog
548	37729-1	LT XR Hip - right Lateral frog
549	30788-4	LT XR Knee 3 Views
549	36310-1	LT XR Knee - bilateral 3 Views
549	36311-9	LT XR Knee - left 3 Views
549	37742-4	LT XR Knee - right 3 Views
550	30789-2	LT XR Knee 4 Views
550	36325-9	LT XR Knee - bilateral 4 Views
550	36326-7	LT XR Knee - left 4 Views
550	37743-2	LT XR Knee - right 4 Views
551	30790-0	LT XR Knee Tunnel
551	37041-1	LT XR Knee - bilateral Tunnel
551	37042-9	LT XR Knee - left Tunnel
551	37761-4	LT XR Knee - right Tunnel
552	30795-9	LT MR Breast - bilateral
552	35954-7	LT MR Breast - left
552	35955-4	LT MR Breast - right
552	36437-2	LT MR Breast - bilateral WO contrast
552	36438-0	LT MR Breast - left WO contrast
552	36439-8	LT MR Breast - right WO contrast
552	46299-4	LT MR Breast - unilateral
552	46333-1	LT MR Breast - unilateral WO contrast
553	30812-2	LT RF Guidance for injection of Spine Cervical Facet Joint
553	30817-1	LT RF Guidance for injection of Lumbar Spine Facet Joint
553	70918-8	LT RF Guidance for injection of Cervical spine
553	70919-6	LT RF Guidance for injection of Lumbar spine
554	30814-8	LT RF Guidance for injection of Spine Thoracic Facet Joint
554	70920-4	LT RF Guidance for injection of Thoracic spine
555	30815-5	LT RF Guidance for endoscopy of Biliary ducts and Pancreatic duct-- W contrast retrograde
555	44213-7	LT RF Guidance for endoscopy of Pancreatic duct-- W contrast retrograde
555	44214-5	LT RF Guidance for endoscopy of Biliary ducts-- W contrast retrograde
556	30824-7	LT RFA Intercranial vessel and Neck Vessel Views W contrast
556	37615-2	LT RFA Pelvis vessels Views W contrast
556	37640-0	LT RFA Renal vessels Views W contrast
556	37765-5	LT RFA Lower extremity vessels - right Views W contrast
556	37936-2	LT RFA Peripheral vessels Views W contrast
556	37976-8	LT RFA Upper extremity vessels Views W contrast
556	37980-0	LT RFA Vertebral vessels Views W contrast
556	37981-8	LT RFA Visceral vessels Views W contrast
556	38853-8	LT RFA Lower extremity vessels - left Views W contrast
556	64140-7	LT RFA Renal vessels - left Views W contrast
556	64141-5	LT RFA Renal vessels - right Views W contrast
556	86460-3	LT RFA Spine vessel Views
556	86461-1	LT RFA Adrenal vessel Views
557	30838-7	LT RFA Aorta and Femoral artery - bilateral Runoff W contrast IA
557	37364-7	LT RFA Aorta and Femoral artery - left Runoff W contrast IA
557	38799-3	LT RFA Aorta and Femoral artery - right Runoff W contrast IA
557	43479-5	LT RFA Abdominal Aorta Runoff W contrast IA
558	30842-9	LT RFA Portal vein Views for hemodynamics W contrast transhepatic
558	39096-3	LT RFA Hepatic veins Views for hemodynamics W contrast IV
559	30877-5	LT NM Kidney+Renal vessels Views
559	43669-1	LT NM Renal vessels Views
559	64051-6	LT NM Breast lymphatic vessels - left Views W radionuclide intra lymphatic
559	64052-4	LT NM Breast lymphatic vessels - right Views W radionuclide intra lymphatic
560	34097-6	LT Nursing facility Conference note
560	85191-5	LT Long term care facility Conference note
561	34099-2	LT Cardiology Consult note
561	94462-9	LT Cardiology Intensive care unit Consult note
562	34108-1	LT Outpatient Note
562	34109-9	LT Note
562	34111-5	LT Emergency department Note
562	34112-3	LT Hospital Note
562	34748-4	LT Telephone encounter Note
562	75432-5	LT Intensive care unit Note
562	75496-0	LT Telehealth Note
562	75504-1	LT Urgent care center Note
562	82610-7	LT Observation unit Note
562	85863-9	LT Teleimaging Note
563	34110-7	LT Diabetology Outpatient Note
563	34861-5	LT Diabetology Note
563	84087-6	LT Diabetology Hospital Note
563	84093-4	LT Diabetology Telephone encounter Note
563	89890-8	LT Diabetology Telehealth Note
564	34113-1	LT Nursing facility Note
564	75429-1	LT Custodial care facility Note
564	75438-2	LT Long term care facility Note
565	34114-9	LT Hospital Group counseling note
565	47043-5	LT Group counseling note
566	34119-8	LT Nursing facility Initial evaluation note
566	85185-7	LT Long term care facility Initial evaluation note
567	34123-0	LT Anesthesiology Hospital Preoperative evaluation and management note
567	34751-8	LT Anesthesiology Preoperative evaluation and management note
568	34124-8	LT Cardiology Outpatient Progress note
568	68472-0	LT Cardiology Hospital Progress note
568	78710-1	LT Cardiology Progress note
568	94467-8	LT Cardiology Intensive care unit Progress note
569	34139-6	LT Nurse Telephone encounter Note
569	34746-8	LT Nurse Note
569	57053-1	LT Nurse Emergency department Note
569	75449-9	LT Nurse Hospital Note
569	75450-7	LT Nurse Intensive care unit Note
569	75453-1	LT Nurse Outpatient Note
569	84263-3	LT Nurse Observation unit Note
569	84274-0	LT Nurse Telehealth Note
569	84275-7	LT Nurse Urgent care center Note
570	34744-3	LT Nurse Admission evaluation note
570	84253-4	LT Nurse Hospital Admission evaluation note
570	84261-7	LT Nurse Observation unit Admission evaluation note
571	34745-0	LT Nurse Discharge summary
571	84248-4	LT Nurse Emergency department Discharge summary
571	84254-2	LT Nurse Hospital Discharge summary
571	84262-5	LT Nurse Observation unit Discharge summary
572	34749-2	LT Anesthesiology Outpatient Consult note
572	77403-4	LT Anesthesiology Consult note
573	34750-0	LT Anesthesiology Note
573	84059-5	LT Anesthesiology Hospital Note
573	84060-3	LT Anesthesiology Outpatient Note
573	84063-7	LT Anesthesiology Telephone encounter Note
