PartNumber	PartTypeName	PartName
LP33219-4	COMPONENT	Coxsackievirus A4+A16
LP33220-2	COMPONENT	HIV 1 gp40
LP33223-6	COMPONENT	RHD gene
LP33226-9	COMPONENT	Ma+Ta
LP33227-7	COMPONENT	CMT axonal gene
LP33228-5	COMPONENT	MLL gene rearrangements
LP33229-3	COMPONENT	X chromosome inactivation
LP33230-1	COMPONENT	Y chromosome
LP33231-9	COMPONENT	Maternal cell contamination
LP33232-7	COMPONENT	T cell crossmatch
LP33234-3	COMPONENT	M-chlorophenylpiperazine
LP33236-8	COMPONENT	Cells.FLAER
LP33237-6	COMPONENT	HEXA gene.c.1277insTATC
LP33238-4	COMPONENT	HEXA gene 7.6kb
LP33239-2	COMPONENT	Gene XXX
LP33244-2	COMPONENT	OKT3 blocking
LP33245-9	COMPONENT	Ciliated columnar lining cells
LP33246-7	COMPONENT	Ricin
LP33247-5	COMPONENT	Succinate dehydrogenase
LP33248-3	COMPONENT	Citrate synthase
LP33249-1	COMPONENT	NADH cytochrome C reductase
LP33250-9	COMPONENT	Succinate cytochrome C reductase
LP33251-7	COMPONENT	Pesticide & Insecticide panel
LP33252-5	COMPONENT	Mitochondrial myopathy enzyme panel
LP33256-6	COMPONENT	Chronic lymphocytic leukemia gene
LP33259-0	COMPONENT	Cholinesterase panel
LP33260-8	COMPONENT	Protein.monoclonal band 2
LP33261-6	COMPONENT	HIV 1 p31+p32
LP33262-4	COMPONENT	HIV 1 p40
LP33264-0	COMPONENT	Procollagen+Collagen
LP33265-7	COMPONENT	Fatty acid oxidation
LP33266-5	COMPONENT	Pigeon antibody panel
LP33268-1	COMPONENT	Hypersensitivity pneumonitis panel
LP33269-9	COMPONENT	Hydrocarbon and oxygenated volatiles panel
LP33271-5	COMPONENT	1,2-Glyceryl dinitrate
LP33272-3	COMPONENT	Tetrahydrofuran
LP33273-1	COMPONENT	N-methyl valine
LP33274-9	COMPONENT	Hydroxyethyl valine
LP33275-6	COMPONENT	2-Butoxyacetate
LP33276-4	COMPONENT	4-Tert-Butylphenol
LP33277-2	COMPONENT	2-Ethoxyacetate
LP33278-0	COMPONENT	Ethylene glycol dinitrate
LP33279-8	COMPONENT	Furoate
LP33280-6	COMPONENT	Hydrazine
LP33287-1	COMPONENT	NSD1 gene
LP33289-7	COMPONENT	Pyridinoline+Deoxypyridinoline
LP33291-3	COMPONENT	Cells.CD158
LP33294-7	COMPONENT	3-Hydroxystearoylcarnitine (C18-OH)
LP33297-0	COMPONENT	Atomoxetine
LP33319-2	COMPONENT	GBA gene
LP33320-0	COMPONENT	GBA gene.c.1226A>G
LP33321-8	COMPONENT	GBA gene.c.1297G>T
LP33322-6	COMPONENT	GBA gene.c.1448T>G & 1448T>C
LP33323-4	COMPONENT	GBA gene.c.84insG
LP33324-2	COMPONENT	GBA gene.c.IVS2(+1)G>A & IVS2(+1)G>T
LP33325-9	COMPONENT	XXX microorganism
LP33326-7	COMPONENT	Cells.G0+G1 phase
LP33331-7	COMPONENT	California encephalitis virus
LP33332-5	COMPONENT	metFORMIN
LP33333-3	COMPONENT	Anti-hyperglycemics
LP33334-1	COMPONENT	Alkaline phosphatase.macrohepatic
LP33336-6	COMPONENT	Histoplasma capsulatum H
LP33337-4	COMPONENT	Histoplasma capsulatum M
LP33341-6	COMPONENT	SH2D1A gene
LP33342-4	COMPONENT	TP73L gene
LP33343-2	COMPONENT	Hydrogen ion
LP33344-0	COMPONENT	DMPK gene allele 2.CTG repeats
LP33345-7	COMPONENT	DMPK gene allele 1.CTG repeats
LP33346-5	COMPONENT	Mitochondrial myopathy gene
LP33347-3	COMPONENT	Avilamycin
LP33348-1	COMPONENT	Cefditoren
LP33349-9	COMPONENT	Cefepime+Clavulanate
LP33351-5	COMPONENT	Cefoperazone+Sulbactam
LP33352-3	COMPONENT	Cefotaxime+Clavulanate
LP33353-1	COMPONENT	cefTAZidime+Clavulanate
LP33354-9	COMPONENT	DAPTOmycin
LP33355-6	COMPONENT	Difloxacin
LP33356-4	COMPONENT	Ertapenem
LP33357-2	COMPONENT	Bambermycins
LP33358-0	COMPONENT	Garenoxacin
LP33359-8	COMPONENT	Gemifloxacin
LP33360-6	COMPONENT	Imipenem+EDTA
LP33361-4	COMPONENT	Orbifloxacin
LP33362-2	COMPONENT	Pirlimycin
LP33363-0	COMPONENT	Salinomycin
LP33364-8	COMPONENT	Telithromycin
LP33365-5	COMPONENT	Tiamulin
LP33366-3	COMPONENT	Tilmicosin
LP33367-1	COMPONENT	Trospectinomycin
LP33368-9	COMPONENT	Tylosin
LP33369-7	COMPONENT	Virginiamycin
LP33371-3	COMPONENT	Lipoprotein.intermediate density
LP33372-1	COMPONENT	Penicillin+Novobiocin
LP33382-0	COMPONENT	Guidance for angioplasty
LP33386-1	COMPONENT	Atherectomy
LP33387-9	COMPONENT	Guidance for abscess drainage
LP33388-7	COMPONENT	Guidance for aspiration
LP33389-5	COMPONENT	Guidance for bronchoscopy
LP33390-3	COMPONENT	Guidance for biopsy
LP33393-7	COMPONENT	Guidance for placement of catheter
LP33394-5	COMPONENT	Guidance for exchange of nephrostomy tube
LP33395-2	COMPONENT	Guidance for drainage
LP33396-0	COMPONENT	Guidance for endoscopy
LP33397-8	COMPONENT	Guidance for gastrostomy
LP33398-6	COMPONENT	Guidance for injection
LP33399-4	COMPONENT	Guidance for localization
LP33400-0	COMPONENT	Guidance for nerve block
LP33401-8	COMPONENT	Guidance for percutaneous vertebroplasty
LP33402-6	COMPONENT	Guidance for placement of nephrostomy tube
LP33403-4	COMPONENT	Guidance for placement of radiation therapy fields
LP33404-2	COMPONENT	Guidance for placement of tube
LP33405-9	COMPONENT	Multisection
LP33409-1	COMPONENT	Views 3
LP33410-9	COMPONENT	Views 4
LP33412-5	COMPONENT	View AP
LP33413-3	COMPONENT	View AP portable
LP33415-8	COMPONENT	View lateral
LP33416-6	COMPONENT	View oblique
LP33417-4	COMPONENT	View PA
LP33420-8	COMPONENT	Views 2
LP33422-4	COMPONENT	Views 5
LP33423-2	COMPONENT	Views 6
LP33424-0	COMPONENT	Views 7
LP33425-7	COMPONENT	Views 8
LP33426-5	COMPONENT	Views AP & lateral
LP33428-1	COMPONENT	Views limited
LP33429-9	COMPONENT	Views oblique
LP33431-5	COMPONENT	Views PA & lateral
LP33432-3	COMPONENT	Views PA & lateral & oblique
LP33433-1	COMPONENT	Views PA + lateral + oblique + apical lordotic
LP33434-9	COMPONENT	Views PA + apical lordotic
LP33435-6	COMPONENT	View L-anterior oblique
LP33499-2	COMPONENT	View Merchants
LP33500-7	COMPONENT	West Nile virus polyvalent E
LP33501-5	COMPONENT	West Nile virus NS5
LP33503-1	COMPONENT	Chlamydia trachomatis+Neisseria gonorrhoeae
LP33505-6	COMPONENT	Administration of vasodilator into catheter
LP33508-0	COMPONENT	Guidance for aspiration or biopsy
LP33512-2	COMPONENT	Guidance for dilation
LP33513-0	COMPONENT	Guidance for needle localization
LP33514-8	COMPONENT	Guidance for percutaneous drainage
LP33515-5	COMPONENT	Guidance for placement of catheter for infusion of thrombolytic
LP33516-3	COMPONENT	Guidance for placement of catheter for vasoconstrictor infusion
LP33517-1	COMPONENT	Guidance for placement of catheter in artery
LP33518-9	COMPONENT	Guidance for placement of decompression tube
LP33519-7	COMPONENT	Guidance for placement of venous filter
LP33522-1	COMPONENT	Guidance for percutaneous placement of nephrostomy
LP33523-9	COMPONENT	Guidance for percutaneous placement of nephroureteral stent
LP33524-7	COMPONENT	Guidance for placement of stent
LP33525-4	COMPONENT	Guidance for procedure
LP33526-2	COMPONENT	Guidance for radiation treatment
LP33527-0	COMPONENT	Guidance for aspiration of amniotic fluid
LP33528-8	COMPONENT	Guidance for atherectomy
LP33530-4	COMPONENT	Guidance for substance removal of foreign body
LP33531-2	COMPONENT	Guidance for repair
LP33532-0	COMPONENT	Guidance for reposition of catheter
LP33533-8	COMPONENT	Image intensifier
LP33534-6	COMPONENT	Motion
LP33537-9	COMPONENT	Guidance for stone removal
LP33539-5	COMPONENT	Views portable
LP33541-1	COMPONENT	Views for patency check
LP33542-9	COMPONENT	Guidance for removal of embolus
LP33543-7	COMPONENT	Guidance for change of tube
LP33544-5	COMPONENT	Placement of tube
LP33546-0	COMPONENT	Multisection limited
LP33547-8	COMPONENT	Guidance for placement of infusion port
LP33548-6	COMPONENT	Guidance for embolization
LP33550-2	COMPONENT	Views for shunt
LP33551-0	COMPONENT	ALDOB gene
LP33552-8	COMPONENT	PROP1 gene
LP33553-6	COMPONENT	TPMT gene
LP33554-4	COMPONENT	14-3-3 protein
LP33555-1	COMPONENT	FMR1 gene
LP33556-9	COMPONENT	Chromosome uniparental disomy
LP33560-1	COMPONENT	GBA gene.p.Leu444Pro
LP33561-9	COMPONENT	GBA gene.g.N370S
LP33562-7	COMPONENT	GBA gene.g.S84GG
LP33563-5	COMPONENT	Escherichia coli O157:H7 Ab.IgG & IgM panel
LP33564-3	COMPONENT	Guidance for stereotactic biopsy
LP33568-4	COMPONENT	View AP upright
LP33572-6	COMPONENT	Views for patency of biliary structures
LP33573-4	COMPONENT	Views survey
LP33574-2	COMPONENT	Views brain death protocol
LP33575-9	COMPONENT	Views diagnostic
LP33576-7	COMPONENT	Views limited diagnostic
LP33577-5	COMPONENT	View AP L-lateral-decubitus
LP33579-1	COMPONENT	View L-lateral
LP33581-7	COMPONENT	Guidance for biopsy.core needle
LP33583-3	COMPONENT	Guidance for biopsy.needle
LP33586-6	COMPONENT	Guidance for stereotactic localization
LP33587-4	COMPONENT	Views for leg length
LP33589-0	COMPONENT	Views for placement check of gastrostomy tube
LP33590-8	COMPONENT	Placement of catheter
LP33592-4	COMPONENT	Replacement of percutaneous gastrojejunostomy
LP33594-0	COMPONENT	View arthritis
LP33598-1	COMPONENT	View L-lateral upright
LP33601-3	COMPONENT	View apical lordotic
LP33603-9	COMPONENT	View PA upright
LP33604-7	COMPONENT	View panoramic
LP33605-4	COMPONENT	View pelvimetry
LP33609-6	COMPONENT	View runoff
LP33610-4	COMPONENT	View AP for scoliosis
LP33612-0	COMPONENT	View Swimmers
LP33613-8	COMPONENT	View tunnel
LP33614-6	COMPONENT	View Waters
LP33617-9	COMPONENT	Views+views uptake
LP33619-5	COMPONENT	Views 3 serial
LP33626-0	COMPONENT	Views AP R-lateral decubitus
LP33627-8	COMPONENT	Views bone age
LP33628-6	COMPONENT	Views for foreign body
LP33629-4	COMPONENT	Views inlet + outlet
LP33630-2	COMPONENT	Multisection sagittal
LP33632-8	COMPONENT	Views PA + lateral + apical lordotic upright
LP33633-6	COMPONENT	Views PA + lateral + R-oblique + L-oblique
LP33637-7	COMPONENT	Multisection for pyloric stenosis
LP33642-7	COMPONENT	Views for scoliosis
LP33643-5	COMPONENT	(Views AP + lateral) for scoliosis
LP33644-3	COMPONENT	Views lateral for scoliosis
LP33645-0	COMPONENT	Views screening
LP33646-8	COMPONENT	Views ventilation & perfusion
LP33664-1	COMPONENT	DMPK phenotype
LP33665-8	COMPONENT	Organic acids panel
LP33668-2	COMPONENT	Multisection.sagittal
LP33670-8	COMPONENT	Guidance for aspiration+placement of drainage tube
LP33691-4	COMPONENT	Multisection for calcium score
LP33693-0	COMPONENT	Multisection stereotactic
LP33714-4	COMPONENT	Multisection & 3D reconstruction
LP33716-9	COMPONENT	Multisection anteversion measurement
LP33718-5	COMPONENT	View for fetal age
LP33721-9	COMPONENT	View axillary
LP33722-7	COMPONENT	View Ball Catcher
LP33723-5	COMPONENT	View Brewerton
LP33725-0	COMPONENT	View decubitus
LP33726-8	COMPONENT	View decubitus portable
LP33729-2	COMPONENT	View Friedman
LP33730-0	COMPONENT	View Garth
LP33731-8	COMPONENT	View Harris
LP33732-6	COMPONENT	View Holmblad
LP33733-4	COMPONENT	View Jones
LP33734-2	COMPONENT	View Judet
LP33735-9	COMPONENT	View lateral crosstable
LP33737-5	COMPONENT	View lateral frog
LP33738-3	COMPONENT	View R-lateral
LP33741-7	COMPONENT	View lateral^W hyperextension
LP33742-5	COMPONENT	View Laurin
LP33743-3	COMPONENT	View magnification
LP33744-1	COMPONENT	View MLO
LP33745-8	COMPONENT	View Mortise
LP33746-6	COMPONENT	View L-oblique
LP33747-4	COMPONENT	View R-oblique
LP33748-2	COMPONENT	View outlet
LP33749-0	COMPONENT	View PA prone
LP33750-8	COMPONENT	Views rolled
LP33751-6	COMPONENT	View Rosenberg
LP33752-4	COMPONENT	View Serendipity
LP33755-7	COMPONENT	Views ski jump
LP33756-5	COMPONENT	View Stryker Notch
LP33757-3	COMPONENT	View submentovertex
LP33758-1	COMPONENT	View Sunrise
LP33759-9	COMPONENT	View tangential
LP33760-7	COMPONENT	View transthoracic
LP33761-5	COMPONENT	View true AP
LP33763-1	COMPONENT	View true lateral
LP33764-9	COMPONENT	View ulnar deviation
LP33766-4	COMPONENT	View upright
LP33767-2	COMPONENT	View Velpeau axillary
LP33768-0	COMPONENT	View Von Rosen
LP33769-8	COMPONENT	View West Point
LP33771-4	COMPONENT	View XCCL
LP33772-2	COMPONENT	View Y
LP33773-0	COMPONENT	View Zanca
LP33808-4	COMPONENT	Views of foreign body
LP33816-7	COMPONENT	Views AP + axillary
LP33817-5	COMPONENT	Views AP + axillary + outlet
LP33818-3	COMPONENT	Views AP + axillary + outlet + Zanca
LP33822-5	COMPONENT	Views AP + lateral crosstable
LP33824-1	COMPONENT	Views AP + lateral + Mortise
LP33826-6	COMPONENT	Views AP + lateral + oblique + odontoid
LP33828-2	COMPONENT	Views AP + lateral + oblique + spot
LP33829-0	COMPONENT	Views AP + lateral + oblique + Sunrise
LP33830-8	COMPONENT	Views AP + lateral + odontoid
LP33831-6	COMPONENT	Views AP & odontoid & lateral
LP33832-4	COMPONENT	Views AP + lateral + spot
LP33833-2	COMPONENT	Views AP + lateral + Sunrise
LP33834-0	COMPONENT	Views AP + lateral + Sunrise + tunnel
LP33835-7	COMPONENT	Views AP + lateral + tunnel
LP33836-5	COMPONENT	Views AP + lateral + oblique + tunnel
LP33838-1	COMPONENT	Views AP + lateral + oblique + Sunrise + tunnel
LP33839-9	COMPONENT	Views AP + oblique
LP33840-7	COMPONENT	Views AP + odontoid + lateral crosstable
LP33841-5	COMPONENT	Views AP + Serendipity
LP33842-3	COMPONENT	Views AP + Stryker Notch
LP33843-1	COMPONENT	Views AP + West Point
LP33844-9	COMPONENT	Views AP + Y
LP33845-6	COMPONENT	Views AP & axillary & Y
LP33846-4	COMPONENT	Views axillary + Y
LP33849-8	COMPONENT	Views R-lateral + L-lateral
LP33852-2	COMPONENT	Views lateral + Mortise
LP33853-0	COMPONENT	Views lateral + Y
LP33854-8	COMPONENT	Views R-oblique + L-oblique
LP33856-3	COMPONENT	Views outlet + Y
LP33857-1	COMPONENT	Views PA + R-lateral
LP33858-9	COMPONENT	Views PA + lateral + Ball Catcher
LP33862-1	COMPONENT	Views PA + lateral + L-oblique
LP33863-9	COMPONENT	Views PA + lateral + R-oblique
LP33864-7	COMPONENT	Views PA + lateral + oblique + Towne
LP33865-4	COMPONENT	Views PA + lateral + Sunrise
LP33866-2	COMPONENT	Views PA + R-oblique + L-oblique
LP33867-0	COMPONENT	Views runoff
LP33871-2	COMPONENT	Views Stenver + Arcelin
LP33872-0	COMPONENT	Views oblique + Sunrise
LP33873-8	COMPONENT	Views oblique + Sunrise + tunnel
LP33874-6	COMPONENT	Views Sunrise + tunnel
LP33877-9	COMPONENT	Views survey for metastasis
LP33878-7	COMPONENT	Views tarsal
LP33883-7	COMPONENT	Views lateral + Caldwell + Waters
LP33884-5	COMPONENT	Views lateral + Caldwell + Waters + submentovertex
LP33885-2	COMPONENT	Views lateral + Caldwell + Waters + submentovertex + Towne
LP33962-9	COMPONENT	Multisection diffusion weighted
LP33967-8	COMPONENT	Perchlorate
LP33979-3	COMPONENT	Multisection cine
LP33980-1	COMPONENT	Multisection dynamic
LP33983-5	COMPONENT	View 10 degree cephalic angle
LP33984-3	COMPONENT	View 30 degree caudal angle
LP33985-0	COMPONENT	View 45 degree cephalic angle
LP33986-8	COMPONENT	View Bora
LP33987-6	COMPONENT	View Grashey
LP33990-0	COMPONENT	Views AP
LP33991-8	COMPONENT	Views AP + transthoracic
LP33993-4	COMPONENT	Views Broden
LP34007-2	COMPONENT	View 10 degree caudal angle
LP34010-6	COMPONENT	View lateral spot
LP34064-3	COMPONENT	Views Grashey + axillary + Y
LP34065-0	COMPONENT	Views grid
LP34066-8	COMPONENT	Views Holmblad
LP34067-6	COMPONENT	Views Law + Mayer + Stenver + Towne
LP34068-4	COMPONENT	Views magnification
LP34070-0	COMPONENT	Views open mouth + closed mouth
LP34071-8	COMPONENT	Views spot
LP34073-4	COMPONENT	Views magnification+spot
LP34074-2	COMPONENT	Views ulnar deviation + radial deviation
LP34085-8	COMPONENT	Views + lateral frog
LP34109-6	COMPONENT	Views+PA
LP34112-0	COMPONENT	Views lateral + Waters
LP34113-8	COMPONENT	Guidance for localization of foreign body
LP34114-6	COMPONENT	Views AP + inlet
LP34115-3	COMPONENT	Views AP + Judet
LP34116-1	COMPONENT	Views AP + inlet + outlet
LP34117-9	COMPONENT	View Ferguson
LP34118-7	COMPONENT	Views inlet + outlet + oblique
LP34119-5	COMPONENT	View inlet
LP34120-3	COMPONENT	View AP 20 degree cephalic angle
LP34121-1	COMPONENT	View for scoliosis
LP34122-9	COMPONENT	Views 2 for scoliosis
LP34123-7	COMPONENT	View lateral for scoliosis
LP34124-5	COMPONENT	Views lateral
LP34125-2	COMPONENT	Views 2 tunnel
LP34126-0	COMPONENT	Views 2 oblique
LP34128-6	COMPONENT	View oblique crosstable
LP34130-2	COMPONENT	Views anterior + lateral
LP34131-0	COMPONENT	Views AP + West Point + outlet
LP34132-8	COMPONENT	Views AP + lateral + axillary
LP34133-6	COMPONENT	Views axillary
LP34134-4	COMPONENT	Views Caldwell + Waters
LP34135-1	COMPONENT	View Caldwell
LP34136-9	COMPONENT	Views PA + lateral + Waters
LP34137-7	COMPONENT	Views PA + lateral + Caldwell + Waters
LP34138-5	COMPONENT	View 1 limited
LP34139-3	COMPONENT	Views lateral + Towne
LP34140-1	COMPONENT	View Towne
LP34141-9	COMPONENT	Views lateral + Caldwell + Waters + Towne
LP341558-7	COMPONENT	Lab order result status
LP341561-1	COMPONENT	Adenovirus B+C+E DNA
LP341562-9	COMPONENT	Adenovirus B+C+E
LP341563-7	COMPONENT	Human coronavirus HKU1+OC43 RNA
LP341564-5	COMPONENT	Human coronavirus HKU1+OC43
LP341565-2	COMPONENT	Human coronavirus 229E+NL63
LP341566-0	COMPONENT	Human coronavirus 229E+NL63 RNA
LP34190-6	COMPONENT	(Artemisia vulgaris+Betula verrucosa+Cat dander+Cladosporium herbarum+Dermatophagoides pteronyssinus+Dog dander+Phleum pratense+Secale cereale)
LP34191-4	COMPONENT	Neutrophil cytoplasmic Ab.atypical
LP34195-5	COMPONENT	View radial head capitellar
LP34198-9	COMPONENT	Views Grashey
LP34200-3	COMPONENT	Views AP + lateral + Swimmers
LP34204-5	COMPONENT	Study observation.general.limited
LP34205-2	COMPONENT	No charge
LP34218-5	COMPONENT	Radiology
LP34220-1	COMPONENT	Guidance
LP34231-8	COMPONENT	Radionuclide
LP34238-3	COMPONENT	View nipple profile
LP34240-9	COMPONENT	View L-posterior oblique
LP34250-8	COMPONENT	Views AP + lateral + oblique + odontoid + swimmers
LP34251-6	COMPONENT	Views AP + L-posterior oblique
LP34252-4	COMPONENT	Views Merchants 30 degrees + Merchants 45 degrees + Merchants 60 degrees
LP34253-2	COMPONENT	Views Sunrise 20 degrees + Sunrise 40 degrees + Sunrise 60 degrees
LP34254-0	COMPONENT	Views survey limited for metastasis
LP34277-1	COMPONENT	View Waters upright
LP34278-9	COMPONENT	Views 2 lateral
LP342845-7	COMPONENT	Hemoglobin S inferred
LP342847-3	COMPONENT	How short of breath did you get dressing yourself without help over past 7D
LP342848-1	COMPONENT	How short of breath did you get walking 50 steps or paces on flat ground at a normal speed without stopping over past 7D
LP342849-9	COMPONENT	How short of breath did you get walking up 20 stairs (2 flights) without stopping over past 7D
LP342850-7	COMPONENT	How short of breath did you get preparing meals over past 7D
LP342851-5	COMPONENT	How short of breath did you get washing dishes over past 7D
LP342852-3	COMPONENT	How short of breath did you get sweeping or mopping over past 7D
LP342853-1	COMPONENT	How short of breath did you get making a bed over past 7D
LP342854-9	COMPONENT	How short of breath did you get lifting something weighing 10-20 lbs (about 4.5-9 kg, like a large bag of groceries) over past 7D
LP342855-6	COMPONENT	How short of breath did you get carrying something weighing 10-20 lbs (about 4.5-9 kg, like a large bag of groceries) from one room to another over past 7D
LP342856-4	COMPONENT	How short of breath did you get walking (faster than your usual speed) for .5 mile (almost 1 km) without stopping over past 7D
LP342857-2	COMPONENT	How short of breath did you get taking a bath without help over past 7D
LP342858-0	COMPONENT	How short of breath did you get taking a shower over past 7D
LP342859-8	COMPONENT	How short of breath did you get putting on socks or stockings over past 7D
LP342860-6	COMPONENT	How short of breath did you get standing for at least 5M over past 7D
LP342861-4	COMPONENT	How short of breath did you get walking 10 steps or paces on flat ground at a normal speed without stopping over past 7D
LP342862-2	COMPONENT	How short of breath did you get walking .5 mile (almost 1 km) on flat ground at a normal speed without stopping over past 7D
LP342863-0	COMPONENT	How short of breath did you get walking up 5 stairs without stopping over past 7D
LP342864-8	COMPONENT	How short of breath did you get walking up 10 stairs (1 flight) without stopping over past 7D
LP342865-5	COMPONENT	How short of breath did you get walking up 30 stairs (3 flights) without stopping over past 7D
LP342866-3	COMPONENT	How short of breath did you get lifting something weighing less than 5 lbs (about 2 kg, like a houseplant) over past 7D
LP342867-1	COMPONENT	How short of breath did you get lifting something weighing 5-10 lbs (about 2-4.5 kg, like a basket of clothes) over past 7D
LP342868-9	COMPONENT	How short of breath did you get lifting something weighing more than 20 lbs (about 9 kg, like a medium-sized suitcase) over past 7D
LP342869-7	COMPONENT	How short of breath did you get carrying something weighing less than 5 lbs (about 2 kg, like a houseplant) from one room to another over past 7D
LP342870-5	COMPONENT	How short of breath did you get carrying something weighing 5-10 lbs (about 2-4.5 kg, like a basket of clothes) from one room to another over past 7D
LP342871-3	COMPONENT	How short of breath did you get getting in or out of a car over past 7D
LP342872-1	COMPONENT	How short of breath did you get dining out over past 7D
LP342873-9	COMPONENT	How short of breath did you get low-intensity leisure activity (gardening, etc.) over past 7D
LP342874-7	COMPONENT	How short of breath did you get moderate-intensity leisure activity (bicycling on level terrain, etc.) over past 7D
